# GVClass Pipeline Version: 1.0.0
query	taxonomy_majority	taxonomy_strict	species	genus	family	order	class	phylum	domain	avgdist	order_dup	order_completeness	gvog4_unique	gvog8_unique	gvog8_total	gvog8_dup	mcp_total	mirus_unique	mirus_total	mirus_dup	mrya_unique	mrya_total	phage_unique	phage_total	cellular_unique	cellular_total	cellular_dup	contigs	LENbp	GCperc	genecount	CODINGperc	ttable
bin_3809	s_;g_g319;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	NCLDV__GVMAG-S-1101174-84:59(49.17%),NCLDV__GVMAG-M-3300025316-29:12(10.00%),NCLDV__GVMAG-S-1035100-100:11(9.17%),NCLDV__GVMAG-M-3300027749-36:10(8.33%),NCLDV__GVMAG-M-3300023174-132:7(5.83%),NCLDV__GVMAG-M-3300023179-74:6(5.00%),NCLDV__ERX552287-77:4(3.33%),NCLDV__SRX331950-48:3(2.50%),NCLDV__GVMAG-S-1101179-79:1(0.83%),NCLDV__GVMAG-M-3300027712-16:1(0.83%),NCLDV__GVMAG-M-3300020185-3:1(0.83%),NCLDV__GVMAG-S-1101174-64:1(0.83%),NCLDV__GVMAG-S-3300013286-35:1(0.83%),NCLDV__GVMAG-M-3300009436-33:1(0.83%),NCLDV__GVMAG-M-3300001351-8:1(0.83%),NCLDV__GVMAG-M-3300024252-35:1(0.83%)	NCLDV__g319:96(80.00%),NCLDV__g320:12(10.00%),NCLDV__g290:4(3.33%),NCLDV__g317:2(1.67%),NCLDV__g314:1(0.83%),NCLDV__g288:1(0.83%),NCLDV__g236:1(0.83%),NCLDV__g335:1(0.83%),NCLDV__g291:1(0.83%),NCLDV__g289:1(0.83%)	NCLDV__Mesomimiviridae:112(93.33%),NCLDV__IM_08:6(5.00%),NCLDV__Mimiviridae:1(0.83%),NCLDV__IM_07:1(0.83%)	NCLDV__Imitervirales:120(100.00%)	NCLDV__Megaviricetes:120(100.00%)	NCLDV__Nucleocytoviricota:120(100.00%)	NCLDV:120(100.00%)	1.6453461891541667	1.42	96.63	4	6	9	1.5	5	0	0	0.0	1	1	0	0	0	0	0.0	5	488664	47.83	511	93.4	code1
bin_3815	s_;g_g336;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	NCLDV__GVMAG-M-3300009684-23:19(17.76%),NCLDV__GVMAG-M-3300023184-86:14(13.08%),NCLDV__GVMAG-M-3300024312-6:11(10.28%),NCLDV__GVMAG-M-3300009155-2:9(8.41%),NCLDV__GVMAG-M-3300009159-65:8(7.48%),NCLDV__GVMAG-M-3300023174-5:5(4.67%),NCLDV__GVMAG-M-3300009154-19:4(3.74%),NCLDV__GVMAG-M-3300023184-72:3(2.80%),NCLDV__GVMAG-M-3300021340-17:3(2.80%),NCLDV__GVMAG-M-3300003395-8:3(2.80%),NCLDV__GVMAG-M-3300006752-9:3(2.80%),NCLDV__GVMAG-M-3300023174-157:3(2.80%),NCLDV__GVMAG-M-3300009151-82:2(1.87%),NCLDV__SRX331965-24:2(1.87%),NCLDV__GVMAG-M-3300009182-16:2(1.87%),NCLDV__GVMAG-M-3300009155-3:2(1.87%),NCLDV__GVMAG-M-3300023179-67:2(1.87%),NCLDV__GVMAG-M-3300023174-147:1(0.93%),NCLDV__GVMAG-M-3300021075-36:1(0.93%),NCLDV__GVMAG-M-3300023174-182:1(0.93%),NCLDV__GVMAG-M-3300023184-101:1(0.93%),NCLDV__ERX552270-100:1(0.93%),NCLDV__GVMAG-M-3300027804-36:1(0.93%),NCLDV__GVMAG-M-3300021079-11:1(0.93%),NCLDV__GVMAG-S-1101181-88:1(0.93%),NCLDV__GVMAG-M-3300023184-133:1(0.93%),NCLDV__GVMAG-M-3300009164-8:1(0.93%),NCLDV__ERX552270-108:1(0.93%),NCLDV__GVMAG-M-3300009181-26:1(0.93%)	NCLDV__g336:92(85.98%),NCLDV__g342:8(7.48%),NCLDV__g322:4(3.74%),NCLDV__g344:2(1.87%),NCLDV__g343:1(0.93%)	NCLDV__Mesomimiviridae:107(100.00%)	NCLDV__Imitervirales:107(100.00%)	NCLDV__Megaviricetes:107(100.00%)	NCLDV__Nucleocytoviricota:107(100.00%)	NCLDV:107(100.00%)	4.657679997111215	1.46	85.39	4	6	7	1.17	2	0	0	0.0	2	2	0	0	0	0	0.0	7	451642	29.29	452	91.14	code129
bin_3817	s_;g_g344;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300023184-89:25(38.46%),ARC__Caldisphaera:7(10.77%),NCLDV__GVMAG-M-3300023184-101:7(10.77%),NCLDV__Prymnesium_kappa_virus_RF01:6(9.23%),NCLDV__ERX552297-51:6(9.23%),NCLDV__GVMAG-M-3300023184-161:2(3.08%),NCLDV__GVMAG-M-3300024294-11:2(3.08%),NCLDV__GVMAG-M-3300020185-33:1(1.54%),NCLDV__GVMAG-M-3300012920-24:1(1.54%),NCLDV__Phaeocystis_globosa_virus_12T_strain=12T:1(1.54%),NCLDV__GVMAG-M-3300007522-11:1(1.54%),NCLDV__GVMAG-M-3300027833-11:1(1.54%),NCLDV__GVMAG-M-3300021185-45:1(1.54%),NCLDV__ERX552297-80:1(1.54%),NCLDV__GVMAG-M-3300027754-9:1(1.54%),NCLDV__GVMAG-S-3300005645-37:1(1.54%),NCLDV__GVMAG-M-3300027746-18:1(1.54%)	NCLDV__g344:44(67.69%),ARC__Acidilobaceae:7(10.77%),NCLDV__Biavirus:6(9.23%),NCLDV__g343:3(4.62%),NCLDV__g336:2(3.08%),NCLDV__g329:1(1.54%),NCLDV__g340:1(1.54%),NCLDV__g341:1(1.54%)	NCLDV__Mesomimiviridae:52(80.00%),ARC__Sulfolobales:7(10.77%),NCLDV__Schizomimiviridae:6(9.23%)	NCLDV__Imitervirales:58(89.23%),ARC__Thermoproteia:7(10.77%)	NCLDV__Megaviricetes:58(89.23%),ARC__Thermoproteota:7(10.77%)	NCLDV__Nucleocytoviricota:58(89.23%),ARC__Archaea:7(10.77%)	NCLDV:58(89.23%),ARC:7(10.77%)	4.271673064624616	1.11	59.55	2	4	4	1.0	0	0	0	0.0	0	0	0	0	1	1	1.0	36	237735	29.98	226	91.77	code106
bin_3818	s_;g_;f_PM_01;o_Pimascovirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-S-3300010368-70:12(18.46%),NCLDV__GVMAG-M-3300023179-119:9(13.85%),NCLDV__GVMAG-S-1096109-37:9(13.85%),BAC__Salinispira:4(6.15%),NCLDV__GVMAG-M-3300023174-172:3(4.62%),NCLDV__GVMAG-M-3300025695-21:3(4.62%),NCLDV__ERX556017-11:2(3.08%),NCLDV__GVMAG-M-3300024502-1:2(3.08%),NCLDV__GVMAG-S-1101182-111:2(3.08%),NCLDV__GVMAG-S-1016710-161:2(3.08%),NCLDV__GVMAG-S-1004280-25:2(3.08%),NCLDV__GVMAG-S-3300013014-136:1(1.54%),NCLDV__GVMAG-M-3300023174-102:1(1.54%),NCLDV__GVMAG-S-1101172-105:1(1.54%),NCLDV__GVMAG-M-3300023184-36:1(1.54%),NCLDV__GVMAG-S-3300011013-114:1(1.54%),EUK__Anaeramoeba:1(1.54%),NCLDV__SRX802189-61:1(1.54%),NCLDV__GVMAG-M-3300023174-68:1(1.54%),NCLDV__GVMAG-M-3300023179-45:1(1.54%),NCLDV__ERX555907-69:1(1.54%),NCLDV__SRX802982-1:1(1.54%),NCLDV__ERX552270-117:1(1.54%),NCLDV__Prymnesium_kappa_virus_RF01:1(1.54%),NCLDV__GVMAG-S-1101169-75:1(1.54%),NCLDV__GVMAG-S-3300009702-144:1(1.54%)	NCLDV__g113:12(18.46%),NCLDV__g120:9(13.85%),NCLDV__g94:9(13.85%),BAC__Salinispiraceae:4(6.15%),NCLDV__g118:3(4.62%),NCLDV__g96:3(4.62%),NCLDV__g99:3(4.62%),NCLDV__g300:3(4.62%),NCLDV__g175:2(3.08%),NCLDV__g105:2(3.08%),NCLDV__g166:2(3.08%),NCLDV__g116:1(1.54%),NCLDV__g256:1(1.54%),NCLDV__g90:1(1.54%),EUK__Eukaryota_X:1(1.54%),NCLDV__g108:1(1.54%),NCLDV__g200:1(1.54%),NCLDV__g109:1(1.54%),NCLDV__g194:1(1.54%),NCLDV__g19:1(1.54%),NCLDV__g92:1(1.54%),NCLDV__Biavirus:1(1.54%),NCLDV__g87:1(1.54%),NCLDV__g29:1(1.54%)	NCLDV__PM_01:47(72.31%),NCLDV__AG_04:4(6.15%),BAC__DSM-27196:4(6.15%),NCLDV__Allomimiviridae:3(4.62%),NCLDV__IM_14:1(1.54%),EUK__Eukaryota_X:1(1.54%),NCLDV__IM_18:1(1.54%),NCLDV__AG_03:1(1.54%),NCLDV__AF_01:1(1.54%),NCLDV__Schizomimiviridae:1(1.54%),NCLDV__AF_02:1(1.54%)	NCLDV__Pimascovirales:47(72.31%),NCLDV__Imitervirales:6(9.23%),NCLDV__Algavirales:5(7.69%),BAC__Spirochaetia:4(6.15%),NCLDV__Asfuvirales:2(3.08%),EUK__Eukaryota_X:1(1.54%)	NCLDV__Megaviricetes:58(89.23%),BAC__Spirochaetota:4(6.15%),NCLDV__Pokkesviricetes:2(3.08%),EUK__Eukaryota_X:1(1.54%)	NCLDV__Nucleocytoviricota:60(92.31%),BAC__Bacteria:4(6.15%),EUK__Eukaryota:1(1.54%)	NCLDV:60(92.31%),BAC:4(6.15%),EUK:1(1.54%)	4.118675041904615	1.23	91.67	4	6	7	1.17	1	0	0	0.0	1	1	0	0	0	0	0.0	17	226295	32.04	257	92.96	code15
bin_3819	s_;g_g341;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300023174-32:50(45.05%),NCLDV__GVMAG-M-3300027969-16:13(11.71%),NCLDV__GVMAG-M-3300005613-8:8(7.21%),NCLDV__GVMAG-S-3300002092-30:8(7.21%),NCLDV__GVMAG-S-3300012000-73:7(6.31%),NCLDV__GVMAG-M-3300009159-41:5(4.50%),NCLDV__Prymnesium_kappa_virus_RF01:5(4.50%),NCLDV__GVMAG-M-3300005613-13:3(2.70%),ARC__Caldisphaera:1(0.90%),NCLDV__GVMAG-M-3300027770-19:1(0.90%),NCLDV__GVMAG-M-3300023184-18:1(0.90%),NCLDV__GVMAG-S-1035124-57:1(0.90%),NCLDV__GVMAG-M-3300001348-24:1(0.90%),NCLDV__GVMAG-M-3300009161-34:1(0.90%),NCLDV__GVMAG-M-3300021961-60:1(0.90%),NCLDV__GVMAG-S-1017268-20:1(0.90%),NCLDV__GVMAG-M-3300009182-16:1(0.90%),NCLDV__GVMAG-S-1101177-100:1(0.90%),NCLDV__GVMAG-M-3300023210-27:1(0.90%),NCLDV__GVMAG-M-3300027736-43:1(0.90%)	NCLDV__g341:79(71.17%),NCLDV__g314:13(11.71%),NCLDV__g323:8(7.21%),NCLDV__Biavirus:5(4.50%),NCLDV__g344:3(2.70%),ARC__Acidilobaceae:1(0.90%),NCLDV__g336:1(0.90%),NCLDV__g340:1(0.90%)	NCLDV__Mesomimiviridae:105(94.59%),NCLDV__Schizomimiviridae:5(4.50%),ARC__Sulfolobales:1(0.90%)	NCLDV__Imitervirales:110(99.10%),ARC__Thermoproteia:1(0.90%)	NCLDV__Megaviricetes:110(99.10%),ARC__Thermoproteota:1(0.90%)	NCLDV__Nucleocytoviricota:110(99.10%),ARC__Archaea:1(0.90%)	NCLDV:110(99.10%),ARC:1(0.90%)	3.858470688427928	1.35	94.38	4	6	11	1.83	1	0	0	0.0	1	1	0	0	0	0	0.0	34	463292	40.4	404	91.54	code15
bin_3822	s_GVMAG-M-3300006752-9;g_g336;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300006752-9:65(52.42%),NCLDV__GVMAG-M-3300024502-4:17(13.71%),NCLDV__GVMAG-M-3300009155-2:6(4.84%),NCLDV__GVMAG-M-3300024312-6:6(4.84%),NCLDV__GVMAG-M-3300023184-165:6(4.84%),NCLDV__GVMAG-M-3300023174-147:3(2.42%),NCLDV__GVMAG-S-3300013014-88:3(2.42%),NCLDV__GVMAG-M-3300009151-82:2(1.61%),NCLDV__GVMAG-M-3300023184-72:2(1.61%),NCLDV__GVMAG-M-3300023179-11:1(0.81%),NCLDV__GVMAG-S-1101165-79:1(0.81%),NCLDV__GVMAG-M-3300009161-41:1(0.81%),NCLDV__GVMAG-S-3300013014-104:1(0.81%),NCLDV__GVMAG-M-3300023184-86:1(0.81%),NCLDV__GVMAG-S-3300005517-64:1(0.81%),NCLDV__GVMAG-S-3300000177-8:1(0.81%),NCLDV__GVMAG-M-3300021378-40:1(0.81%),NCLDV__GVMAG-S-ERX556009-51:1(0.81%),NCLDV__GVMAG-M-3300003395-8:1(0.81%),NCLDV__GVMAG-M-3300025783-2:1(0.81%),NCLDV__SRX327520-410:1(0.81%),NCLDV__GVMAG-M-3300009152-45:1(0.81%),EUK__Filamoeba:1(0.81%)	NCLDV__g336:122(98.39%),NCLDV__g342:1(0.81%),EUK__Variosea_X:1(0.81%)	NCLDV__Mesomimiviridae:123(99.19%),EUK__Variosea_X:1(0.81%)	NCLDV__Imitervirales:123(99.19%),EUK__Variosea:1(0.81%)	NCLDV__Megaviricetes:123(99.19%),EUK__Evosea:1(0.81%)	NCLDV__Nucleocytoviricota:123(99.19%),EUK__Eukaryota:1(0.81%)	NCLDV:123(99.19%),EUK:1(0.81%)	2.6789921846814515	1.36	100.0	4	6	9	1.5	2	0	0	0.0	1	1	0	0	0	0	0.0	9	543783	27.79	555	90.42	code1
bin_3829	s_;g_g314;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-S-3300013006-138:39(33.05%),NCLDV__GVMAG-M-3300027969-16:12(10.17%),NCLDV__GVMAG-S-1101181-136:11(9.32%),NCLDV__GVMAG-M-3300023174-46:7(5.93%),NCLDV__Hyperionvirus_sp-_:7(5.93%),NCLDV__GVMAG-M-3300010158-60:6(5.08%),NCLDV__GVMAG-M-3300027759-16:5(4.24%),NCLDV__GVMAG-M-3300010158-33:5(4.24%),NCLDV__GVMAG-M-3300021963-34:4(3.39%),NCLDV__GVMAG-M-3300023174-60:4(3.39%),NCLDV__GVMAG-M-3300023174-154:3(2.54%),NCLDV__GVMAG-M-3300023184-14:2(1.69%),NCLDV__GVMAG-S-1101164-76:2(1.69%),NCLDV__GVMAG-M-3300004806-1:2(1.69%),NCLDV__GVMAG-M-3300020178-15:1(0.85%),NCLDV__GVMAG-M-3300023184-62:1(0.85%),NCLDV__GVMAG-M-3300009180-16:1(0.85%),NCLDV__GVMAG-M-3300005613-49:1(0.85%),NCLDV__SRX211342-63:1(0.85%),NCLDV__GVMAG-M-3300023184-70:1(0.85%),EUK__Nonionella:1(0.85%),NCLDV__GVMAG-S-1006664-89:1(0.85%),NCLDV__GVMAG-S-1045060-49:1(0.85%)	NCLDV__g314:96(81.36%),NCLDV__g239-Klosneuvirinae:7(5.93%),NCLDV__g316:5(4.24%),NCLDV__g315:4(3.39%),NCLDV__g297:2(1.69%),NCLDV__g177:1(0.85%),NCLDV__g257:1(0.85%),EUK__Nonionidae:1(0.85%),NCLDV__g202:1(0.85%)	NCLDV__Mesomimiviridae:105(88.98%),NCLDV__Mimiviridae:7(5.93%),NCLDV__Allomimiviridae:2(1.69%),NCLDV__AG_01:1(0.85%),NCLDV__IM_13:1(0.85%),EUK__Rotaliida:1(0.85%),NCLDV__IM_18:1(0.85%)	NCLDV__Imitervirales:116(98.31%),NCLDV__Algavirales:1(0.85%),EUK__Foraminifera_X:1(0.85%)	NCLDV__Megaviricetes:117(99.15%),EUK__Foraminifera:1(0.85%)	NCLDV__Nucleocytoviricota:117(99.15%),EUK__Eukaryota:1(0.85%)	NCLDV:117(99.15%),EUK:1(0.85%)	5.395735013413558	1.43	88.76	4	6	10	1.67	2	0	0	0.0	1	1	0	0	0	0	0.0	28	396729	37.96	446	93.67	code1
bin_3834	s_;g_;f_Mimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__Yasminvirus:66(41.51%),NCLDV__GVMAG-M-3300012920-24:15(9.43%),EUK__Schizosaccharomyces:12(7.55%),NCLDV__Edafosvirus_sp-_:7(4.40%),NCLDV__GVMAG-S-3300013131-119:6(3.77%),NCLDV__GVMAG-S-1015567-333:6(3.77%),EUK__Danio:6(3.77%),NCLDV__Fadolivirus:6(3.77%),NCLDV__GVMAG-M-3300009419-14:5(3.14%),NCLDV__Catovirus_CTV1_:5(3.14%),NCLDV__Terrestrivirus_sp-_:3(1.89%),EUK__Naegleria:2(1.26%),NCLDV__oPacV_662:2(1.26%),NCLDV__SRX327520-277:2(1.26%),NCLDV__GVMAG-M-3300010334-28:2(1.26%),NCLDV__ERX552270-108:2(1.26%),NCLDV__GVMAG-M-3300022916-4:1(0.63%),BAC__Gimesia:1(0.63%),NCLDV__GVMAG-M-3300023179-103:1(0.63%),NCLDV__Mimivirus_LCMiAC02:1(0.63%),NCLDV__Indivirus_ILV1_:1(0.63%),NCLDV__GVMAG-M-3300017989-17:1(0.63%),NCLDV__GVMAG-M-3300023179-27:1(0.63%),NCLDV__GVMAG-S-1101174-64:1(0.63%),NCLDV__Mimivirus_LCMiAC01:1(0.63%),NCLDV__SRX327520-331:1(0.63%),NCLDV__Tupanvirus_soda_lake_soda_lake:1(0.63%),NCLDV__GVMAG-M-3300009182-9:1(0.63%)	NCLDV__g233-Klosneuvirinae:73(45.91%),NCLDV__g340:15(9.43%),NCLDV__g234-Klosneuvirinae:13(8.18%),EUK__Schizosaccharomycetaceae:12(7.55%),NCLDV__g238-Klosneuvirinae:7(4.40%),EUK__Danionidae:6(3.77%),NCLDV__g322:5(3.14%),NCLDV__g241-Klosneuvirinae:5(3.14%),NCLDV__g236:3(1.89%),NCLDV__g239-Klosneuvirinae:3(1.89%),EUK__Vahlkampfiidae:2(1.26%),NCLDV__g227:2(1.26%),NCLDV__g232:2(1.26%),NCLDV__g243:2(1.26%),NCLDV__g344:2(1.26%),NCLDV__g229:1(0.63%),BAC__Planctomycetaceae:1(0.63%),NCLDV__g136:1(0.63%),NCLDV__g235:1(0.63%),NCLDV__g242:1(0.63%),NCLDV__g246-Megamimivirinae:1(0.63%),NCLDV__g80:1(0.63%)	NCLDV__Mimiviridae:114(71.70%),NCLDV__Mesomimiviridae:22(13.84%),EUK__Schizosaccharomycetales:12(7.55%),EUK__Cypriniformes:6(3.77%),EUK__Heterolobosea_X:2(1.26%),BAC__Planctomycetales:1(0.63%),NCLDV__incertae_sedis:1(0.63%),NCLDV__PM_04:1(0.63%)	NCLDV__Imitervirales:136(85.53%),EUK__Schizosaccharomycetes:12(7.55%),EUK__Actinopteri:6(3.77%),EUK__Heterolobosea_X:2(1.26%),BAC__Planctomycetia:1(0.63%),NCLDV__Pandoravirales:1(0.63%),NCLDV__Pimascovirales:1(0.63%)	NCLDV__Megaviricetes:138(86.79%),EUK__Ascomycota:12(7.55%),EUK__Chordata:6(3.77%),EUK__Heterolobosea:2(1.26%),BAC__Planctomycetota:1(0.63%)	NCLDV__Nucleocytoviricota:138(86.79%),EUK__Eukaryota:20(12.58%),BAC__Bacteria:1(0.63%)	NCLDV:138(86.79%),EUK:20(12.58%),BAC:1(0.63%)	2.605506043148428	1.79	80.9	4	6	8	1.33	5	0	0	0.0	0	0	0	0	0	0	0.0	74	1327858	35.12	1063	87.44	codemeta
bin_3835	s_;g_g330;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	NCLDV__GVMAG-M-3300010158-55:45(45.00%),NCLDV__GVMAG-S-3300005662-140:16(16.00%),NCLDV__GVMAG-M-3300012920-24:15(15.00%),NCLDV__GVMAG-M-3300023174-172:4(4.00%),NCLDV__GVMAG-M-3300021371-30:3(3.00%),NCLDV__GVMAG-S-1035118-87:3(3.00%),NCLDV__GVMAG-S-1035088-145:2(2.00%),NCLDV__ERX556003-31:2(2.00%),NCLDV__GVMAG-M-3300013006-15:1(1.00%),NCLDV__Prymnesium_kappa_virus_RF01:1(1.00%),NCLDV__GVMAG-S-1101162-118:1(1.00%),NCLDV__GVMAG-M-3300024261-42:1(1.00%),NCLDV__GVMAG-M-3300012936-34:1(1.00%),NCLDV__GVMAG-M-3300020187-69:1(1.00%),NCLDV__GVMAG-M-3300027736-24:1(1.00%),NCLDV__GVMAG-S-ERX556009-51:1(1.00%),NCLDV__GVMAG-S-3300013093-130:1(1.00%),NCLDV__ERX555988-97:1(1.00%)	NCLDV__g330:68(68.00%),NCLDV__g340:15(15.00%),NCLDV__g99:4(4.00%),NCLDV__g344:3(3.00%),NCLDV__g329:2(2.00%),NCLDV__g331:2(2.00%),NCLDV__g320:1(1.00%),NCLDV__Biavirus:1(1.00%),NCLDV__g339:1(1.00%),NCLDV__g296:1(1.00%),NCLDV__g342:1(1.00%),NCLDV__g343:1(1.00%)	NCLDV__Mesomimiviridae:94(94.00%),NCLDV__PM_01:4(4.00%),NCLDV__Schizomimiviridae:1(1.00%),NCLDV__IM_07:1(1.00%)	NCLDV__Imitervirales:96(96.00%),NCLDV__Pimascovirales:4(4.00%)	NCLDV__Megaviricetes:100(100.00%)	NCLDV__Nucleocytoviricota:100(100.00%)	NCLDV:100(100.00%)	2.358258104649	1.28	87.64	4	6	7	1.17	2	0	0	0.0	2	2	1	1	0	0	0.0	14	395499	32.28	496	93.32	code11
bin_3837	s_;g_g335;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	NCLDV__GVMAG-M-3300005662-68:13(13.27%),NCLDV__GVMAG-M-3300013006-15:13(13.27%),NCLDV__SRX474032-80:12(12.24%),NCLDV__GVMAG-S-1006664-93:8(8.16%),NCLDV__GVMAG-S-1035082-51:8(8.16%),NCLDV__GVMAG-M-3300009185-54:8(8.16%),NCLDV__GVMAG-M-3300010157-4:4(4.08%),NCLDV__GVMAG-S-1035082-55:4(4.08%),NCLDV__GVMAG-S-3300013285-29:4(4.08%),NCLDV__GVMAG-M-3300027969-2:4(4.08%),NCLDV__GVMAG-S-1074335-3:3(3.06%),NCLDV__SRX331950-6:3(3.06%),NCLDV__GVMAG-M-3300027708-5:2(2.04%),NCLDV__GVMAG-M-3300010158-63:2(2.04%),NCLDV__GVMAG-S-1101164-67:2(2.04%),NCLDV__GVMAG-M-3300009155-48:1(1.02%),NCLDV__SRX802073-74:1(1.02%),NCLDV__SRX802073-61:1(1.02%),NCLDV__GVMAG-M-3300017724-7:1(1.02%),NCLDV__GVMAG-M-3300004240-17:1(1.02%),NCLDV__GVMAG-M-3300022752-80:1(1.02%),NCLDV__GVMAG-M-3300023184-168:1(1.02%),NCLDV__GVMAG-M-3300022752-15:1(1.02%)	NCLDV__g335:83(84.69%),NCLDV__g320:13(13.27%),NCLDV__g336:1(1.02%),NCLDV__g109:1(1.02%)	NCLDV__Mesomimiviridae:97(98.98%),NCLDV__PM_01:1(1.02%)	NCLDV__Imitervirales:97(98.98%),NCLDV__Pimascovirales:1(1.02%)	NCLDV__Megaviricetes:98(100.00%)	NCLDV__Nucleocytoviricota:98(100.00%)	NCLDV:98(100.00%)	3.3734749121387755	1.33	78.65	3	3	4	1.33	2	0	0	0.0	1	1	0	0	0	0	0.0	46	365700	35.09	364	91.23	codemeta
bin_3838	s_;g_g300;f_Allomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	NCLDV__GVMAG-S-403982-43:29(26.85%),NCLDV__GVMAG-M-3300010354-31:20(18.52%),NCLDV__GVMAG-M-3300021958-16:17(15.74%),NCLDV__GVMAG-S-1037377-56:6(5.56%),NCLDV__GVMAG-M-3300025695-21:5(4.63%),NCLDV__GVMAG-M-3300021964-9:5(4.63%),NCLDV__GVMAG-M-3300010370-19:3(2.78%),NCLDV__GVMAG-S-1006661-62:2(1.85%),NCLDV__GVMAG-M-3300013004-38:2(1.85%),NCLDV__SRX310217-15:1(0.93%),NCLDV__GVMAG-M-3300020178-15:1(0.93%),NCLDV__Tetraselmis_virus_1_:1(0.93%),NCLDV__ERX556059-13:1(0.93%),NCLDV__GVMAG-M-3300023174-30:1(0.93%),NCLDV__GVMAG-S-ERX555967-130:1(0.93%),NCLDV__GVMAG-M-3300017956-25:1(0.93%),NCLDV__GVMAG-S-1017397-20:1(0.93%),NCLDV__GVMAG-M-3300010158-15:1(0.93%),NCLDV__ERX552255-64:1(0.93%),NCLDV__GVMAG-S-1040241-154:1(0.93%),NCLDV__GVMAG-S-1035085-42:1(0.93%),NCLDV__ERX552274-30:1(0.93%),NCLDV__GVMAG-M-3300021958-43:1(0.93%),NCLDV__GVMAG-S-1055481-12:1(0.93%),NCLDV__GVMAG-M-3300021962-60:1(0.93%),NCLDV__GVMAG-S-1101180-74:1(0.93%),NCLDV__GVMAG-M-3300023179-45:1(0.93%),NCLDV__GVMAG-S-3300010157-108:1(0.93%)	NCLDV__g300:99(91.67%),NCLDV__g205:1(0.93%),NCLDV__g177:1(0.93%),NCLDV__g313:1(0.93%),NCLDV__g274:1(0.93%),NCLDV__g270:1(0.93%),NCLDV__g299:1(0.93%),NCLDV__g343:1(0.93%),NCLDV__g335:1(0.93%),NCLDV__g109:1(0.93%)	NCLDV__Allomimiviridae:101(93.52%),NCLDV__Mesomimiviridae:2(1.85%),NCLDV__IM_02:1(0.93%),NCLDV__AG_01:1(0.93%),NCLDV__IM_09:1(0.93%),NCLDV__IM_06:1(0.93%),NCLDV__PM_01:1(0.93%)	NCLDV__Imitervirales:106(98.15%),NCLDV__Algavirales:1(0.93%),NCLDV__Pimascovirales:1(0.93%)	NCLDV__Megaviricetes:108(100.00%)	NCLDV__Nucleocytoviricota:108(100.00%)	NCLDV:108(100.00%)	3.1409957045481485	1.42	88.76	4	6	7	1.17	4	0	0	0.0	2	3	0	0	0	0	0.0	15	566476	22.25	511	92.74	code4
